vehicleId,vehicleTypeId
1,CAR
2,CAR
3,CAR
4,CAR
5,CAR
6,CAR
7,CAR
8,CAR
9,CAR
10,CAR
11,CAR
12,CAR
13,CAR
14,CAR
15,CAR
16,CAR
17,CAR
18,CAR
19,CAR
20,CAR
21,CAR
22,CAR
23,CAR
24,CAR
25,CAR
26,CAR
27,CAR
28,CAR
29,CAR
30,CAR
31,CAR
32,CAR
33,CAR
34,CAR
35,CAR
36,CAR
37,CAR
38,CAR
39,CAR
40,CAR
41,CAR
42,CAR
43,CAR
44,CAR
45,CAR
46,CAR
47,CAR
48,CAR
49,CAR
50,CAR
51,CAR
52,CAR
53,CAR
54,CAR
55,CAR
56,CAR
57,CAR
58,CAR
59,CAR
60,CAR
61,CAR
62,CAR
63,CAR
64,CAR
65,CAR
66,CAR
67,CAR
68,CAR
69,CAR
70,CAR
71,CAR
72,CAR
73,CAR
74,CAR
75,CAR
76,CAR
77,CAR
78,CAR
79,CAR
80,CAR
81,CAR
82,CAR
83,CAR
84,CAR
85,CAR
86,CAR
87,CAR
88,CAR
89,CAR
90,CAR
91,CAR
92,CAR
93,CAR
94,CAR
95,CAR
96,CAR
97,CAR
98,CAR
99,CAR
100,CAR
101,CAR
102,CAR
103,CAR
104,CAR
105,CAR
106,CAR
107,CAR
108,CAR
109,CAR
110,CAR
111,CAR
112,CAR
113,CAR
114,CAR
115,CAR
116,CAR
117,CAR
118,CAR
119,CAR
120,CAR
121,CAR
122,CAR
123,CAR
124,CAR
125,CAR
126,CAR
127,CAR
128,CAR
129,CAR
130,CAR
131,CAR
132,CAR
133,CAR
134,CAR
135,CAR
136,CAR
137,CAR
138,CAR
139,CAR
140,CAR
141,CAR
142,CAR
143,CAR
144,CAR
145,CAR
146,CAR
147,CAR
148,CAR
149,CAR
150,CAR
151,CAR
152,CAR
153,CAR
154,CAR
155,CAR
156,CAR
157,CAR
158,CAR
159,CAR
160,CAR
161,CAR
162,CAR
163,CAR
164,CAR
165,CAR
166,CAR
167,CAR
168,CAR
169,CAR
170,CAR
171,CAR
172,CAR
173,CAR
174,CAR
175,CAR
176,CAR
177,CAR
178,CAR
179,CAR
180,CAR
181,CAR
182,CAR
183,CAR
184,CAR
185,CAR
186,CAR
187,CAR
188,CAR
189,CAR
190,CAR
191,CAR
192,CAR
193,CAR
194,CAR
195,CAR
196,CAR
197,CAR
198,CAR
199,CAR
200,CAR
201,CAR
202,CAR
203,CAR
204,CAR
205,CAR
206,CAR
207,CAR
208,CAR
209,CAR
210,CAR
211,CAR
212,CAR
213,CAR
214,CAR
215,CAR
216,CAR
217,CAR
218,CAR
219,CAR
220,CAR
221,CAR
222,CAR
223,CAR
224,CAR
225,CAR
226,CAR
227,CAR
228,CAR
229,CAR
230,CAR
231,CAR
232,CAR
233,CAR
234,CAR
235,CAR
236,CAR
237,CAR
238,CAR
239,CAR
240,CAR
241,CAR
242,CAR
243,CAR
244,CAR
245,CAR
246,CAR
247,CAR
248,CAR
249,CAR
250,CAR
251,CAR
252,CAR
253,CAR
254,CAR
255,CAR
256,CAR
257,CAR
258,CAR
259,CAR
260,CAR
261,CAR
262,CAR
263,CAR
264,CAR
265,CAR
266,CAR
267,CAR
268,CAR
269,CAR
270,CAR
271,CAR
272,CAR
273,CAR
274,CAR
275,CAR
276,CAR
277,CAR
278,CAR
279,CAR
280,CAR
281,CAR
282,CAR
283,CAR
284,CAR
285,CAR
286,CAR
287,CAR
288,CAR
289,CAR
290,CAR
291,CAR
292,CAR
293,CAR
294,CAR
295,CAR
296,CAR
297,CAR
298,CAR
299,CAR
300,CAR
301,CAR
302,CAR
303,CAR
304,CAR
305,CAR
306,CAR
307,CAR
308,CAR
309,CAR
310,CAR
311,CAR
312,CAR
313,CAR
314,CAR
315,CAR
316,CAR
317,CAR
318,CAR
319,CAR
320,CAR
321,CAR
322,CAR
323,CAR
324,CAR
325,CAR
326,CAR
327,CAR
328,CAR
329,CAR
330,CAR
331,CAR
332,CAR
333,CAR
334,CAR
335,CAR
336,CAR
337,CAR
338,CAR
339,CAR
340,CAR
341,CAR
342,CAR
343,CAR
344,CAR
345,CAR
346,CAR
347,CAR
348,CAR
349,CAR
350,CAR
351,CAR
352,CAR
353,CAR
354,CAR
355,CAR
356,CAR
357,CAR
358,CAR
359,CAR
360,CAR
361,CAR
362,CAR
363,CAR
364,CAR
365,CAR
366,CAR
367,CAR
368,CAR
369,CAR
370,CAR
371,CAR
372,CAR
373,CAR
374,CAR
375,CAR
376,CAR
377,CAR
378,CAR
379,CAR
380,CAR
381,CAR
382,CAR
383,CAR
384,CAR
385,CAR
386,CAR
387,CAR
388,CAR
389,CAR
390,CAR
391,CAR
392,CAR
393,CAR
394,CAR
395,CAR
396,CAR
397,CAR
398,CAR
399,CAR
400,CAR
401,CAR
402,CAR
403,CAR
404,CAR
405,CAR
406,CAR
407,CAR
408,CAR
409,CAR
410,CAR
411,CAR
412,CAR
413,CAR
414,CAR
415,CAR
416,CAR
417,CAR
418,CAR
419,CAR
420,CAR
421,CAR
422,CAR
423,CAR
424,CAR
425,CAR
426,CAR
427,CAR
428,CAR
429,CAR
430,CAR
431,CAR
432,CAR
433,CAR
434,CAR
435,CAR
436,CAR
437,CAR
438,CAR
439,CAR
440,CAR
441,CAR
442,CAR
443,CAR
444,CAR
445,CAR
446,CAR
447,CAR
448,CAR
449,CAR
450,CAR
451,CAR
452,CAR
453,CAR
454,CAR
455,CAR
456,CAR
457,CAR
458,CAR
459,CAR
460,CAR
461,CAR
462,CAR
463,CAR
464,CAR
465,CAR
466,CAR
467,CAR
468,CAR
469,CAR
470,CAR
471,CAR
472,CAR
473,CAR
474,CAR
475,CAR
476,CAR
477,CAR
478,CAR
479,CAR
480,CAR
481,CAR
482,CAR
483,CAR
484,CAR
485,CAR
486,CAR
487,CAR
488,CAR
489,CAR
490,CAR
491,CAR
492,CAR
493,CAR
494,CAR
495,CAR
496,CAR
497,CAR
498,CAR
499,CAR
500,CAR
501,CAR
502,CAR
503,CAR
504,CAR
505,CAR
506,CAR
507,CAR
508,CAR
509,CAR
510,CAR
511,CAR
512,CAR
513,CAR
514,CAR
515,CAR
516,CAR
517,CAR
518,CAR
519,CAR
520,CAR
521,CAR
522,CAR
523,CAR
524,CAR
525,CAR
526,CAR
527,CAR
528,CAR
529,CAR
530,CAR
531,CAR
532,CAR
533,CAR
534,CAR
535,CAR
536,CAR
537,CAR
538,CAR
539,CAR
540,CAR
541,CAR
542,CAR
543,CAR
544,CAR
545,CAR
546,CAR
547,CAR
548,CAR
549,CAR
550,CAR
551,CAR
552,CAR
553,CAR
554,CAR
555,CAR
556,CAR
557,CAR
558,CAR
559,CAR
560,CAR
561,CAR
562,CAR
563,CAR
564,CAR
565,CAR
566,CAR
567,CAR
568,CAR
569,CAR
570,CAR
571,CAR
572,CAR
573,CAR
574,CAR
575,CAR
576,CAR
577,CAR
578,CAR
579,CAR
580,CAR
581,CAR
582,CAR
583,CAR
584,CAR
585,CAR
586,CAR
587,CAR
588,CAR
589,CAR
590,CAR
591,CAR
592,CAR
593,CAR
594,CAR
595,CAR
596,CAR
597,CAR
598,CAR
599,CAR
600,CAR
601,CAR
602,CAR
603,CAR
604,CAR
605,CAR
606,CAR
607,CAR
608,CAR
609,CAR
610,CAR
611,CAR
612,CAR
613,CAR
614,CAR
615,CAR
616,CAR
617,CAR
618,CAR
619,CAR
620,CAR
621,CAR
622,CAR
623,CAR
624,CAR
625,CAR
626,CAR
627,CAR
628,CAR
629,CAR
630,CAR
631,CAR
632,CAR
633,CAR
634,CAR
635,CAR
636,CAR
637,CAR
638,CAR
639,CAR
640,CAR
641,CAR
642,CAR
643,CAR
644,CAR
645,CAR
646,CAR
647,CAR
648,CAR
649,CAR
650,CAR
651,CAR
652,CAR
653,CAR
654,CAR
655,CAR
656,CAR
657,CAR
658,CAR
659,CAR
660,CAR
661,CAR
662,CAR
663,CAR
664,CAR
665,CAR
666,CAR
667,CAR
668,CAR
669,CAR
670,CAR
671,CAR
672,CAR
673,CAR
674,CAR
675,CAR
676,CAR
677,CAR
678,CAR
679,CAR
680,CAR
681,CAR
682,CAR
683,CAR
684,CAR
685,CAR
686,CAR
687,CAR
688,CAR
689,CAR
690,CAR
691,CAR
692,CAR
693,CAR
694,CAR
695,CAR
696,CAR
697,CAR
698,CAR
699,CAR
700,CAR
701,CAR
702,CAR
703,CAR
704,CAR
705,CAR
706,CAR
707,CAR
708,CAR
709,CAR
710,CAR
711,CAR
712,CAR
713,CAR
714,CAR
715,CAR
716,CAR
717,CAR
718,CAR
719,CAR
720,CAR
721,CAR
722,CAR
723,CAR
724,CAR
725,CAR
726,CAR
727,CAR
728,CAR
729,CAR
730,CAR
731,CAR
732,CAR
733,CAR
734,CAR
735,CAR
736,CAR
737,CAR
738,CAR
739,CAR
740,CAR
741,CAR
742,CAR
743,CAR
744,CAR
745,CAR
746,CAR
747,CAR
748,CAR
749,CAR
750,CAR
751,CAR
752,CAR
753,CAR
754,CAR
755,CAR
756,CAR
757,CAR
758,CAR
759,CAR
760,CAR
761,CAR
762,CAR
763,CAR
764,CAR
765,CAR
766,CAR
767,CAR
768,CAR
769,CAR
770,CAR
771,CAR
772,CAR
773,CAR
774,CAR
775,CAR
776,CAR
777,CAR
778,CAR
779,CAR
780,CAR
781,CAR
782,CAR
783,CAR
784,CAR
785,CAR
786,CAR
787,CAR
788,CAR
789,CAR
790,CAR
791,CAR
792,CAR
793,CAR
794,CAR
795,CAR
796,CAR
797,CAR
798,CAR
799,CAR
800,CAR
801,CAR
802,CAR
803,CAR
804,CAR
805,CAR
806,CAR
807,CAR
808,CAR
809,CAR
810,CAR
811,CAR
812,CAR
813,CAR
814,CAR
815,CAR
816,CAR
817,CAR
818,CAR
819,CAR
820,CAR
821,CAR
822,CAR
823,CAR
824,CAR
825,CAR
826,CAR
827,CAR
828,CAR
829,CAR
830,CAR
831,CAR
832,CAR
833,CAR
834,CAR
835,CAR
836,CAR
837,CAR
838,CAR
839,CAR
840,CAR
841,CAR
842,CAR
843,CAR
844,CAR
845,CAR
846,CAR
847,CAR
848,CAR
849,CAR
850,CAR
851,CAR
852,CAR
853,CAR
854,CAR
855,CAR
856,CAR
857,CAR
858,CAR
859,CAR
860,CAR
861,CAR
862,CAR
863,CAR
864,CAR
865,CAR
866,CAR
867,CAR
868,CAR
869,CAR
870,CAR
871,CAR
872,CAR
873,CAR
874,CAR
875,CAR
876,CAR
877,CAR
878,CAR
879,CAR
880,CAR
881,CAR
882,CAR
883,CAR
884,CAR
885,CAR
886,CAR
887,CAR
888,CAR
889,CAR
890,CAR
891,CAR
892,CAR
893,CAR
894,CAR
895,CAR
896,CAR
897,CAR
898,CAR
899,CAR
900,CAR
901,CAR
902,CAR
903,CAR
904,CAR
905,CAR
906,CAR
907,CAR
908,CAR
909,CAR
910,CAR
911,CAR
912,CAR
913,CAR
914,CAR
915,CAR
916,CAR
917,CAR
918,CAR
919,CAR
920,CAR
921,CAR
922,CAR
923,CAR
924,CAR
925,CAR
926,CAR
927,CAR
928,CAR
929,CAR
930,CAR
931,CAR
932,CAR
933,CAR
934,CAR
935,CAR
936,CAR
937,CAR
938,CAR
939,CAR
940,CAR
941,CAR
942,CAR
943,CAR
944,CAR
945,CAR
946,CAR
947,CAR
948,CAR
949,CAR
950,CAR
951,CAR
952,CAR
953,CAR
954,CAR
955,CAR
956,CAR
957,CAR
958,CAR
959,CAR
960,CAR
961,CAR
962,CAR
963,CAR
964,CAR
965,CAR
966,CAR
967,CAR
968,CAR
969,CAR
970,CAR
971,CAR
972,CAR
973,CAR
974,CAR
975,CAR
976,CAR
977,CAR
978,CAR
979,CAR
980,CAR
981,CAR
982,CAR
983,CAR
984,CAR
985,CAR
986,CAR
987,CAR
988,CAR
989,CAR
990,CAR
991,CAR
992,CAR
993,CAR
994,CAR
995,CAR
996,CAR
997,CAR
998,CAR
999,CAR
1000,CAR
1001,CAR
1002,CAR
1003,CAR
1004,CAR
1005,CAR
1006,CAR
1007,CAR
1008,CAR
1009,CAR
1010,CAR
1011,CAR
1012,CAR
1013,CAR
1014,CAR
1015,CAR
1016,CAR
