vehicleId,vehicleTypeId
auto-11-0,Car
auto-12-0,Car
auto-15-0,Car
auto-16-0,Car
auto-19-0,Car
auto-19-0,Car
auto-20-0,Car
auto-21-0,Car
auto-23-0,Car
auto-24-0,Car
auto-24-0,Car
auto-25-0,Car
auto-26-0,Car
auto-27-0,Car
auto-27-0,Car
auto-29-0,Car
auto-29-0,Car
auto-31-0,Car
auto-32-0,Car
auto-34-0,Car
auto-34-0,Car
auto-35-0,Car
auto-35-0,Car
auto-35-0,Car
auto-36-0,Car
auto-36-0,Car
auto-37-0,Car
auto-38-0,Car
auto-38-0,Car
auto-42-0,Car
auto-42-0,Car
auto-42-0,Car
auto-42-0,Car
auto-45-0,Car
auto-45-0,Car
auto-48-0,Car
auto-48-0,Car
auto-5-0,Car
auto-57-0,Car
auto-57-0,Car
auto-57-0,Car
auto-57-0,Car
auto-57-0,Car
auto-57-0,Car
auto-6-0,Car
auto-66-0,Car
auto-9-0,Car
auto-19-1,Car
auto-19-1,Car
auto-21-1,Car
auto-23-1,Car
auto-27-1,Car
auto-27-1,Car
auto-34-1,Car
auto-34-1,Car
auto-37-1,Car
auto-45-1,Car
auto-45-1,Car
auto-66-1,Car
auto-19-2,Car
auto-19-2,Car
auto-66-2,Car
